,AAPL,MSFT,GOOGL,AMZN,TSLA
2022-11-29,139.5517462571,235.9923716237,94.7312491012,92.42,180.83
2022-11-30,146.3331090065,250.5350713438,100.5032970557,96.54,194.7
2022-12-01,146.6098993228,250.0931932294,100.5032970557,95.5,194.7
2022-12-02,146.1156309008,250.41723718,99.9559476807,94.13,194.86
2022-12-05,144.949157425,245.6842315992,99.0005742262,91.01,182.45
2022-12-06,141.2718003656,240.6959186635,96.5126225217,88.25,179.82
2022-12-07,139.324382783,239.9594551395,94.4824539308,88.46,174.04
2022-12-08,141.0147807861,242.9347677764,93.2583816921,90.35,173.44
2022-12-09,140.5303977326,240.9905040731,92.3826226922,89.09,179.05
2022-12-12,142.833688579,247.9525392531,92.8603094194,90.55,167.82
2022-12-13,143.802454686,252.2829447741,95.1691286012,92.49,160.95
2022-12-14,141.5683614187,252.5775301837,94.6118274194,91.58,156.8
2022-12-15,134.935279196,244.5157094745,90.422116749,88.45,157.67
2022-12-16,132.9680908766,240.2736795764,89.8250083399,87.86,150.23
2022-12-19,130.8526220306,236.1102057875,88.013779499,84.92,149.87
2022-12-20,130.7834244515,237.4358401307,88.5909842945,85.19,137.8
2022-12-21,133.8973155099,240.0183722214,89.1482854763,86.77,137.57
2022-12-22,130.7142268724,233.8909957019,87.3370566354,83.79,125.35
2022-12-23,130.3484682402,234.4212494392,88.7999722376,85.25,123.15
2022-12-27,128.5394458158,232.6831955226,86.9688397831,83.04,109.1
2022-12-28,124.5951838085,230.2970537049,85.605442249,81.82,112.71
2022-12-29,128.1242603413,236.6600985521,88.0237313058,84.18,121.82
2022-12-30,128.4405921314,235.4915764274,87.8047915558,84.0,123.18
2023-01-03,123.6363030699,235.2559080997,88.6905023626,85.82,108.1
2023-01-04,124.9115155986,224.9650577913,87.6555144536,85.14,113.64
2023-01-05,123.5868762277,218.2976080209,85.7845747718,83.12,110.34
2023-01-06,128.1341457098,220.870320598,86.919080749,86.08,113.06
2023-01-09,128.6580702371,223.020794088,87.5958036127,87.36,119.77
2023-01-10,129.2314216065,224.71956995,87.9938758854,89.87,118.85
2023-01-11,131.9597832958,231.5146733979,91.078935999,95.09,123.22
2023-01-12,131.8807003483,234.2052201388,90.6908155331,95.27,123.56
2023-01-13,133.2152250876,234.9122251218,91.6760444081,98.12,122.4
2023-01-17,134.3816985634,236.012010651,90.8500444422,96.05,131.49
2023-01-18,133.6600666673,231.5539514525,90.6808637263,95.46,128.78
2023-01-19,133.719378878,227.7439801551,92.6015624422,93.68,127.17
2023-01-20,136.2895746722,235.8843569735,97.5476104307,97.25,133.42
2023-01-23,139.4924340465,238.2017621956,99.3090802375,97.52,143.75
2023-01-24,140.8961563649,237.6715084583,97.2291526126,96.32,143.89
2023-01-25,140.2338366794,236.2673180059,94.7611045217,97.18,144.43
2023-01-26,142.3097640517,243.5239385955,97.0500200898,99.22,160.27
2023-01-27,144.2571816342,243.681050814,98.8911043512,102.24,177.9
2023-01-30,141.3607686815,238.3294158731,96.4728152944,100.55,166.66
2023-01-31,142.6359812102,243.3373678361,98.3636585898,103.13,173.22
2023-02-01,143.7629132123,248.1882075807,99.9459958739,105.15,181.41
2023-02-02,149.091126801,259.8243312596,107.2207666579,112.91,188.27
2023-02-03,152.7289423867,253.6871352265,104.2750318397,103.39,189.98
2023-02-06,149.990695329,252.1356520693,102.404092158,102.18,194.76
2023-02-07,152.8772229133,262.7309073009,107.1212485897,102.11,196.81
2023-02-08,150.1785173293,261.9158876677,98.8911043512,100.05,201.29
2023-02-09,149.1405536432,258.8620189216,94.5521165785,98.24,207.32
2023-02-10,149.5063122755,258.3514042117,94.1142370785,97.61,196.89
2023-02-13,152.3180328692,266.4230444345,94.1540443058,99.54,194.64
2023-02-14,151.6745052685,267.257703095,94.2237069535,99.7,209.25
2023-02-15,153.7832957138,265.1268686323,96.4728152944,101.16,214.24
2023-02-16,152.1794269245,258.0685007127,95.0497069194,98.15,202.04
2023-02-17,151.0309776679,254.0421792635,93.8952973285,97.2,208.31
2023-02-21,147.0015048451,248.7360979404,91.3476347831,94.58,197.37
2023-02-22,147.427223104,247.5941583607,91.2083094876,95.79,200.86
2023-02-23,147.9123439107,250.803402352,90.4519721694,95.82,202.07
2023-02-24,145.2491296863,245.3398121214,88.7004541695,93.5,196.88
2023-02-27,146.4470810661,246.2651769532,89.436887874,93.76,207.63
2023-02-28,145.9421594101,245.5366982558,89.6259722035,94.23,205.71
2023-03-01,143.8630702387,242.4357416384,89.9245264081,92.17,202.77
2023-03-02,144.4570957163,247.2003860918,91.5566227263,92.13,190.9
2023-03-03,149.5261131247,251.3153063015,93.1986708512,94.9,197.79
2023-03-06,152.29823202,252.8707067636,94.6715382603,93.75,193.81
2023-03-07,150.0904373284,250.1930553352,93.4076587944,93.55,187.71
2023-03-08,151.3477912559,249.7500615328,93.7957792603,93.92,182.0
2023-03-09,149.0904944412,248.3915472051,91.8750805444,92.25,172.92
2023-03-10,147.0213056944,244.7196207979,90.1932251922,90.73,173.44
2023-03-13,148.9716893457,249.9666362806,90.6709119194,92.43,174.48
2023-03-14,151.0705793664,256.7296749985,93.5171286694,94.88,183.26
2023-03-15,151.4665963514,261.3072776242,95.6468153285,96.2,180.45
2023-03-16,154.2981177944,271.8997516569,99.8365259989,100.04,184.13
2023-03-17,153.4565817012,275.079462728,101.1302608852,98.95,180.13
2023-03-20,155.8326836114,267.9915618883,100.7321886125,97.71,183.25
2023-03-21,157.6939634411,269.5174294302,104.4143571352,100.61,197.58
2023-03-22,156.2584018703,268.0506277286,102.8718270784,98.7,191.15
2023-03-23,157.3474485792,273.3370204383,105.0910799988,98.71,192.22
2023-03-24,158.6543046298,276.2017136943,104.9318510897,98.13,190.41
2023-03-27,156.7039209785,272.0769491779,101.966212658,98.04,191.81
2023-03-28,156.0801942271,270.9448539049,100.543104283,97.24,189.19
2023-03-29,159.1691267103,276.142647854,100.9013693284,100.25,193.88
2023-03-30,160.7432942258,279.6275324335,100.4037789875,102.0,195.28
2023-03-31,163.2580020808,283.8113627903,103.2300921239,103.29,207.46
2023-04-03,164.5153560083,282.758021971,103.8570559534,102.41,194.77
2023-04-04,163.9807330785,282.7088004374,104.2153209988,103.95,192.58
2023-04-05,162.1293536735,279.9130173284,103.9665258284,101.1,185.52
2023-04-06,163.0203918898,287.0599840085,107.8974895215,102.06,185.06
2023-04-10,160.4165802132,284.884392223,105.9270317715,102.17,184.51
2023-04-11,159.1988279842,278.4265270134,104.8422848284,99.92,186.79
2023-04-12,158.5057982604,279.0762512571,104.1357065443,97.83,180.54
2023-04-13,163.9114301061,285.3273860254,106.9122606465,102.4,185.9
2023-04-14,163.5649152442,281.6849925384,108.3453208283,102.51,185.0
2023-04-17,163.5847160935,284.3035781264,105.4592968511,102.74,187.04
2023-04-18,164.8123687471,283.8802729373,103.9963812488,102.3,184.31
2023-04-19,165.9608180037,283.9590273911,103.6779234307,104.3,180.59
2023-04-20,164.9905763903,281.6554596182,104.7825739875,103.81,162.99
2023-04-21,163.3768071763,281.3109088829,104.9019956693,106.96,165.08
2023-04-24,163.6837203397,277.3830305009,105.4592968511,106.21,162.55
2023-04-25,162.1392540981,271.1318957326,103.3495138057,102.57,160.67
2023-04-26,162.1293536735,290.7712876426,103.2101885102,104.98,153.75
2023-04-27,166.7330511245,300.0840018015,107.0714895556,109.82,160.19
2023-04-28,167.990405052,302.4761683349,106.8226943852,105.45,164.31
2023-05-01,167.9013012304,300.8026361922,106.6833690897,102.05,161.83
2023-05-02,166.8617566446,300.6549715913,104.8124294079,103.63,160.31
2023-05-03,165.7826103604,299.6606966124,104.9019956693,103.65,160.61
2023-05-04,164.1391398725,300.6549715913,104.1854655784,104.0,161.2
2023-05-05,171.8416702315,305.8133883136,105.0612245784,105.655,170.06
2023-05-08,171.7723672591,303.8445269692,107.2506220784,105.83,171.79
2023-05-09,170.0595937988,302.2202163601,106.832646192,106.62,169.15
2023-05-10,171.8268195945,307.4475432294,111.2114411919,110.19,168.54
2023-05-11,172.0198778747,305.2817957506,116.0082120783,112.18,172.08
2023-05-12,171.0892379599,304.1595447843,116.9436819192,110.26,167.98
2023-05-15,170.5935282828,304.6419158137,115.9485012373,111.2,166.35
2023-05-16,170.5935282828,306.8864177462,118.9340432828,113.4,166.52
2023-05-17,171.2082082824,309.7806439225,120.2576335896,115.5,173.86
2023-05-18,173.5479579584,314.2399066948,122.2380431464,118.15,176.89
2023-05-19,173.6570140874,314.062325434,122.1683804986,116.25,180.14
2023-05-22,172.7052515073,316.8641631051,124.44734426,115.01,188.87
2023-05-23,170.0879044121,311.0237127484,121.9693443623,114.99,185.77
2023-05-24,170.3655018313,309.6326595384,120.3173444305,116.75,182.9
2023-05-25,171.5056340887,321.5404696408,122.8849105895,115.0,184.47
2023-05-26,173.924697313,328.4168106858,124.00946476,120.11,193.17
2023-05-30,175.7786515054,326.7593855846,123.0739949191,121.66,201.16
2023-05-31,175.7290805377,323.9772791646,122.2778503736,120.58,203.93
2023-06-01,178.5447115037,328.1109762921,123.1237539532,122.77,207.52
2023-06-02,179.3973321484,330.8930827121,124.0691756009,124.25,213.97
2023-06-05,178.0390876331,331.4258264946,125.4027177145,125.3,217.61
2023-06-06,177.672262472,329.1961951084,126.6964526009,126.61,221.31
2023-06-07,176.2941895696,319.0346007377,121.9096335214,121.23,224.57
2023-06-08,179.0205927938,320.889338351,121.5513684759,124.25,234.86
2023-06-09,179.4072463419,322.3987790682,121.6409347373,123.43,244.4
2023-06-12,182.2129631144,327.3907856231,123.0441394986,126.57,249.83
2023-06-13,181.7370818243,329.7979982702,123.2332238282,126.66,258.71
2023-06-14,182.3715902111,332.807014079,123.0739949191,126.42,256.79
2023-06-15,184.4139140808,343.4224272274,124.4871514873,127.11,255.9
2023-06-16,183.3332669847,337.7299612547,122.9346696236,125.49,260.54
2023-06-20,183.4224947265,333.5074734968,122.5067419305,125.78,274.45
2023-06-21,182.3815044046,329.0778076012,119.9690311918,124.83,259.46
2023-06-22,185.3954192415,335.1451673468,122.5565009645,130.15,264.61
2023-06-23,185.0781650481,330.5181889392,121.7504046123,129.33,256.6
2023-06-26,183.6802637586,324.1844573023,117.7696818851,127.33,241.05
2023-06-27,186.446323757,330.0742357871,117.7597300782,129.18,250.21
2023-06-28,187.6261127885,331.3370358642,119.6008143396,129.04,256.24
2023-06-29,187.9631953689,330.547785816,118.5260192032,127.9,257.5
2023-06-30,192.3056121405,335.9640142718,119.1231276123,130.36,261.77
2023-07-03,190.8085689156,333.4482797432,119.3221637487,130.22,279.82
2023-07-05,189.6882650453,333.6061297528,121.16324801,130.38,282.48
2023-07-06,190.1641463353,336.6842049408,119.5311516919,128.36,276.54
2023-07-07,189.043842465,332.6886265718,118.9041878623,129.78,274.43
2023-07-10,186.9916044018,327.3710543719,115.8887903964,127.13,269.61
2023-07-11,186.466152144,328.0024544105,116.5754650669,128.78,269.79
2023-07-12,188.1416508527,332.6688953206,118.3568384873,130.8,271.99
2023-07-13,188.9050437555,338.0555268996,123.9398021123,134.3,277.9
2023-07-14,189.0537566586,340.6008583051,124.8155611122,134.68,281.38
2023-07-17,192.3254405276,341.0842739596,124.0492719873,133.56,290.38
2023-07-18,192.0676714955,354.6593747888,123.1635611804,132.83,293.34
2023-07-19,193.4259160108,350.308633898,121.4418986009,135.36,291.26
2023-07-20,191.4728198829,342.2089552783,118.6255372714,129.96,262.9
2023-07-21,190.2930308514,339.1506113415,119.4415854305,130.0,260.02
2023-07-24,191.0960805283,340.4726051722,120.94430826,128.8,269.06
2023-07-25,191.9586153665,346.263727401,121.6210311236,129.13,265.28
2023-07-26,192.8310643982,333.2312359799,128.6470067372,128.15,264.35
2023-07-27,191.5620476248,326.2759699301,128.7763802258,128.25,255.71
2023-07-28,194.1496521393,333.8231735161,131.941054794,132.21,266.44
2023-07-31,194.764332139,331.4060952434,132.0803800894,133.68,267.43
2023-08-01,193.9265827846,331.8204515187,130.9160186917,131.69,261.07
2023-08-02,190.9275392381,323.099238486,127.7612959304,128.21,254.11
2023-08-03,189.5296379486,322.2705259354,127.8309585781,128.91,259.32
2023-08-04,180.4284082768,323.3754760029,127.4925971463,139.57,253.86
2023-08-07,177.3153515045,325.6741667683,130.8961150781,142.22,251.45
2023-08-08,178.257199891,321.6687227736,130.7667415895,139.94,249.7
2023-08-09,176.6610147307,317.9000537934,129.0351272031,137.85,242.19
2023-08-10,176.4429024727,318.5906475856,129.0649826236,138.56,245.34
2023-08-11,176.502387634,316.6964474699,128.9356091349,138.41,242.65
2023-08-14,178.1602929568,319.6857320275,130.6970789417,140.57,239.76
2023-08-15,176.1648500234,317.5350256461,129.1545488849,137.67,232.96
2023-08-16,175.2912232664,316.7655068491,128.0797537486,135.07,225.6
2023-08-17,172.7398360331,313.2854363619,129.2938741804,133.98,219.22
2023-08-18,173.2262872954,312.8899738065,126.8457297031,133.22,215.49
2023-08-21,174.5665101612,318.228718304,127.7513441236,134.68,231.28
2023-08-22,175.9464433341,318.8021390093,128.4579224077,134.25,233.19
2023-08-23,179.8082707029,323.2906390127,131.7320668508,135.52,236.86
2023-08-24,175.1025993075,316.3403846021,129.1545488849,131.84,230.04
2023-08-25,177.3164489303,319.3162403312,129.2540669531,133.26,238.59
2023-08-28,178.885006062,320.0280729309,130.3786211236,133.14,238.82
2023-08-29,182.786543738,324.6846445203,133.9214643508,134.91,257.18
2023-08-30,186.2909783425,325.0603339479,135.225151044,135.07,256.9
2023-08-31,186.5093850318,324.0420178679,135.5137534417,138.01,258.08
2023-09-01,188.0878697404,324.9318086175,135.006211294,138.12,245.01
2023-09-05,188.3261315832,329.7663383568,135.115681169,137.27,256.49
2023-09-06,181.5853069472,329.1039385766,133.8119944758,135.36,251.92
2023-09-07,176.274053368,326.167629103,134.6081390212,137.85,251.49
2023-09-08,176.8895631286,330.4781709565,135.7227413849,138.23,248.5
2023-09-11,178.061017189,334.106539902,136.260138953,143.1,273.58
2023-09-12,175.0231786933,328.0065299854,134.6877534758,141.23,267.48
2023-09-13,172.9483151455,332.2478658917,136.0511510099,144.85,271.3
2023-09-14,174.4672343934,334.8579187572,137.4344521576,144.72,276.04
2023-09-15,173.7425212882,326.4741125834,136.7378256803,140.39,274.39
2023-09-18,176.6810840161,325.3272711728,137.5439220326,139.98,265.28
2023-09-19,177.7731174623,324.9219220536,137.3747413167,137.63,266.5
2023-09-20,174.2190449738,317.1313097128,133.0954643849,135.29,262.59
2023-09-21,172.6703429956,315.9053757912,129.8113681349,129.33,255.7
2023-09-22,173.5241145989,313.4139616924,129.6222838054,129.12,244.88
2023-09-25,174.804772004,313.9379495782,130.4781391917,131.27,246.99
2023-09-26,170.7146103692,308.5992050808,127.9454043565,125.98,244.12
2023-09-27,169.1956911213,309.2418317333,129.9108862031,125.98,240.5
2023-09-28,169.4538081177,310.0821896634,131.6723560099,125.98,246.38
2023-09-29,169.9700421105,312.168254643,130.2293440213,127.12,250.22
2023-10-02,172.4916466135,318.1496257929,133.5233920781,129.46,251.6
2023-10-03,171.1514237477,309.8350255663,131.7917776917,124.72,246.53
2023-10-04,172.4022984224,315.3368983679,134.5882354076,127.0,261.16
2023-10-05,173.6432455204,315.7373042052,134.4190546917,125.96,260.05
2023-10-06,176.2045603305,323.5476896737,136.916958203,127.96,260.53
2023-10-09,177.693696848,326.078650028,137.7529099757,128.26,259.67
2023-10-10,177.098042241,324.6648713926,137.3946449303,129.48,263.62
2023-10-11,178.4978305675,328.6491566379,139.872644828,131.83,262.99
2023-10-12,179.4012400548,327.4034495885,138.3002593507,132.33,258.87
2023-10-13,177.5547107731,324.0123581762,136.698018453,129.79,251.12
2023-10-16,177.4256522749,328.8666610434,138.424656936,132.55,253.92
2023-10-17,175.8670227199,328.2932403381,139.0466448621,131.47,254.85
2023-10-18,174.5665101612,326.3653603807,137.2951268621,128.13,242.68
2023-10-19,174.1892622434,327.5616346106,137.0861389189,128.4,220.11
2023-10-20,171.6279474333,322.9643824045,134.946500453,125.17,211.99
2023-10-23,171.7470783547,325.5843218338,135.8421630667,126.56,212.08
2023-10-24,172.1838917332,326.7805960638,138.1410304416,128.56,216.52
2023-10-25,169.8608387658,336.8055718424,125.0046454418,121.39,212.42
2023-10-26,165.68132894,324.1705431984,121.6906937714,119.57,205.76
2023-10-27,167.0016966522,326.0687634641,121.5812238964,127.74,207.3
2023-10-30,169.0567050464,333.4836863773,123.8601876577,132.71,197.36
2023-10-31,169.533228732,334.274611488,123.4820189986,133.09,200.84
2023-11-01,172.7100533027,342.1443163398,125.8405972145,137.0,205.66
2023-11-02,176.2839809448,344.3687932137,126.8755851236,138.07,218.51
2023-11-03,175.3706438807,348.7979738339,128.4778260213,138.6,219.96
2023-11-06,177.9319586908,352.4856621627,129.6222838054,139.74,219.27
2023-11-07,180.5032010778,356.4402877163,130.3388138963,142.71,222.18
2023-11-08,181.5654517936,359.0800002734,131.2046210895,142.08,222.11
2023-11-09,181.088928108,356.5984727385,129.6123319986,140.6,209.98
2023-11-10,185.2882930874,365.4766071065,131.9510066008,143.56,214.65
2023-11-13,183.697835636,362.5205245051,131.4534162599,142.59,223.71
2023-11-14,186.3220904308,366.0698009395,132.9760427031,145.8,237.41
2023-11-15,186.8886908979,366.2180993978,133.9712233849,143.2,242.84
2023-11-16,188.57855194,372.6574037668,136.2700907598,142.83,233.59
2023-11-17,188.5586712218,366.3964185957,134.6578980553,145.18,234.3
2023-11-20,190.3081744184,373.9155447743,135.5933678962,146.13,235.6
2023-11-21,189.5030053336,369.5863509139,136.3098979871,143.9,241.2
2023-11-22,190.1690093914,374.3217162806,137.8225726235,146.71,234.21
2023-11-24,188.8370012758,373.9056381522,136.0312473962,146.74,235.45
2023-11-27,188.6580748125,375.0746195607,135.7525968053,147.73,236.08
2023-11-28,189.2644367159,379.1264280021,136.5387895439,147.03,246.72
2023-11-29,188.2405797316,375.3123784912,134.3394402371,146.32,244.14
2023-11-30,188.8171205577,375.3718182239,131.8912957599,146.09,240.08
2023-12-01,190.0994268779,371.0129044972,131.2245247031,147.03,238.83
2023-12-04,188.300221886,365.6930484262,128.6470067372,144.84,235.58
2023-12-05,192.2664251554,369.041486698,130.3587175099,146.88,238.72
2023-12-06,191.1729856576,365.3562232746,129.3933922486,144.52,239.37
2023-12-07,193.1113556765,367.4861470274,136.2700907598,146.88,242.64
2023-12-08,194.5427673827,370.7355190782,134.3394402371,147.42,243.84
2023-12-11,192.0278565377,367.8328788011,132.6476330781,145.89,239.74
2023-12-12,193.5487314756,370.8841184098,131.8813439531,147.48,237.01
2023-12-13,196.7793481737,370.8742117877,131.9311029872,148.84,239.29
2023-12-14,196.9284535598,362.5130227301,131.3041391576,147.42,251.05
2023-12-15,196.39167417,367.268201341,131.9609584076,149.97,253.5
2023-12-18,194.721693846,369.1702727854,135.1455365894,154.07,252.08
2023-12-19,195.7654315485,369.7745767339,135.9914401689,153.79,257.22
2023-12-20,193.6680157844,367.1592284979,137.6732955212,152.12,247.14
2023-12-21,193.5189103984,370.0519621529,139.7432713394,153.84,254.5
2023-12-22,192.4453516187,371.0822508519,140.8081146689,153.42,252.54
2023-12-26,191.8986318698,371.1615038288,140.8379700893,153.41,256.61
2023-12-27,191.9980354605,370.5770131245,139.6935123053,153.34,261.44
2023-12-28,192.4254709005,371.7757143993,139.5541870098,153.38,253.18
2023-12-29,191.3817331981,372.5286176794,139.0167894416,151.94,248.48
2024-01-02,184.532825798,367.4068940505,137.5041148053,149.93,248.42
2024-01-03,183.1511158871,367.1394152537,138.2505003166,148.47,238.45
2024-01-04,180.8250718644,364.5042537734,135.7326931917,144.57,237.93
2024-01-05,180.0994256522,364.3160279534,135.0758739417,145.24,237.49
2024-01-08,184.4533029254,371.1912236951,138.1708858621,149.1,240.45
2024-01-09,184.0358078444,372.2809521267,140.2707171007,151.37,234.96
2024-01-10,185.0795455469,379.1957743568,141.5943074075,153.73,233.94
2024-01-11,184.4831240026,381.0384060686,141.3952712712,155.18,227.22
2024-01-12,184.811155852,384.8425489573,141.9625242598,154.62,218.89
2024-01-16,182.5348136247,386.6257409364,141.8032953507,153.16,219.91
2024-01-17,181.5904795129,385.833211168,140.7882110553,151.71,215.55
2024-01-18,187.5049931603,390.1921248947,142.7885242257,153.5,211.88
2024-01-19,190.4175183682,394.9473035056,145.6745482029,155.34,212.19
2024-01-22,192.7336220317,392.8074731307,145.286427737,154.78,208.8
2024-01-23,194.0159283519,395.175155814,146.3313674529,156.02,209.14
2024-01-24,193.3399839351,398.8009795049,147.9833673847,156.87,207.83
2024-01-25,193.0119520857,401.0894092114,151.138090146,157.75,182.63
2024-01-26,191.2723892483,400.1581867334,151.4515720608,159.12,183.25
2024-01-29,190.5865044724,405.8941209329,152.7701864642,161.26,190.93
2024-01-30,186.9185119751,404.7746726349,150.7300660665,159.0,191.59
2024-01-31,183.3002212732,393.867481696,139.4248135212,155.2,187.29
2024-02-01,185.7455496047,400.0095874018,140.4797050439,159.28,188.86
2024-02-02,184.7415733385,407.3801142488,141.6938254757,171.81,187.91
2024-02-05,186.5606590485,401.8621257357,142.987560362,170.31,181.06
2024-02-06,188.1709972181,401.703619782,143.4055362484,169.15,185.1
2024-02-07,188.2803411678,410.1836883049,144.8385964302,170.53,187.58
2024-02-08,187.1968420291,410.2431280375,145.2068132825,169.84,189.56
2024-02-09,187.9622496776,416.6229926738,148.2819215893,174.45,193.57
2024-02-12,186.2702410758,411.3823895797,146.819005987,172.34,188.13
2024-02-13,184.1701598112,402.5258694168,144.4405241575,168.64,184.02
2024-02-14,183.2843435431,406.4092652824,145.2366687029,170.98,188.71
2024-02-15,182.9957067817,403.5013086845,142.0819459416,169.8,200.45
2024-02-16,181.4529930565,401.0201170481,139.8427894075,169.51,199.95
2024-02-20,180.7065186733,399.7596716967,140.4398978166,167.08,193.76
2024-02-21,181.4629460483,399.1542609375,141.8630061916,168.59,194.77
2024-02-22,183.5033093622,408.5530148563,143.3955844416,174.58,197.41
2024-02-23,181.6620058838,407.2528704388,143.266210953,174.99,191.97
2024-02-26,180.3083990023,404.473935806,136.9070063962,174.73,199.4
2024-02-27,181.7714887933,404.4143872067,138.2106930894,173.54,199.73
2024-02-28,180.5671767885,404.6525816038,135.7227413849,173.16,202.04
2024-02-29,179.9003263395,410.5280433989,137.792717203,176.76,201.88
2024-03-01,178.815450236,412.3740499764,136.479078703,178.22,202.64
2024-03-04,174.2768859865,411.7984135168,132.707343919,177.58,188.14
2024-03-05,169.3202960823,399.6207249651,132.0306210553,174.12,180.74
2024-03-06,168.3249969048,399.0649380385,130.7667415895,173.51,176.54
2024-03-07,168.2055610035,406.0618984533,133.7323800212,176.82,178.65
2024-03-08,169.9274285806,403.1638666219,134.7574161235,175.35,175.34
2024-03-11,171.9379329192,401.4766563092,137.0065244644,171.96,177.77
2024-03-12,172.4156765245,412.1557051124,137.8325244303,175.39,177.54
2024-03-13,170.3255482516,411.9770593146,139.1163075098,176.555,169.48
2024-03-14,172.1867577136,422.0209230589,142.4103555666,178.75,162.5
2024-03-15,171.8085440262,413.2871284986,140.4996086575,174.42,163.57
2024-03-18,172.9033731215,414.1803574877,146.9682830893,174.48,173.8
2024-03-19,175.2522791804,418.239587005,146.3214156461,175.9,171.32
2024-03-20,177.8301040503,422.0308478254,148.023174612,178.15,175.66
2024-03-21,170.5644200542,426.1397011754,146.8886686347,178.15,172.82
2024-03-22,171.4701423058,425.514440883,150.0433913961,178.87,170.83
2024-03-25,170.0468644819,419.6786781541,149.3467649188,179.71,172.63
2024-03-26,168.9122234195,418.4777814021,149.9438733279,178.3,177.67
2024-03-27,172.4953004587,418.2594365381,150.1429094642,179.83,179.83
2024-03-28,170.6739029638,417.5547781133,150.2026203051,180.38,175.79
2024-04-01,169.2307191563,421.3758132334,154.7406442142,180.97,175.22
2024-04-02,168.0463131351,418.2693613046,153.8151261801,180.69,166.63
2024-04-03,168.8525054689,417.2868094166,154.1733912256,182.41,168.38
2024-04-04,168.0264071515,414.7361444143,149.8045480324,180.0,171.11
2024-04-05,168.7828345265,422.3186660553,151.7650539756,185.07,164.9
2024-04-08,167.6581464558,421.3956627665,154.1037285778,185.19,172.98
2024-04-09,168.8724114524,423.0729483127,155.845294771,185.67,176.88
2024-04-10,166.9912960069,420.0756688159,155.3875116574,185.95,171.76
2024-04-11,174.2171680358,424.7105347928,158.6417524869,189.05,174.6
2024-04-12,175.7200697939,418.7259005657,156.9698489414,186.13,171.05
2024-04-15,171.8782149686,410.5280433989,154.1136803846,183.62,161.48
2024-04-16,168.5837746909,411.4609714542,153.655897271,183.32,157.11
2024-04-17,167.2102618259,408.7415854207,154.7207406006,181.28,155.45
2024-04-18,166.2547746155,401.2285371455,155.2581381687,179.22,149.93
2024-04-19,164.2243642933,396.1172823745,153.3473912597,174.63,147.05
2024-04-22,165.0604156025,397.9434394189,155.5268369528,177.23,142.05
2024-04-23,166.1154327307,404.5037101056,157.4972947028,179.54,144.68
2024-04-24,168.225466987,405.9825003209,158.363101896,176.59,162.13
2024-04-25,169.0913772715,396.0378842421,155.2481863619,173.67,170.18
2024-04-26,168.5041507567,403.2631142874,171.1213182367,179.62,168.29
2024-04-29,172.6844073024,399.2237343033,165.3492702823,180.96,194.05
2024-04-30,169.5293089096,386.4009359262,161.9955113846,175.0,183.28
2024-05-01,168.5041507567,391.9687299583,163.0703065209,179.0,179.99
2024-05-02,172.216616689,394.8469122566,165.8170052027,184.72,180.01
2024-05-03,182.5179631764,403.60055635,166.4340172254,186.21,181.19
2024-05-06,180.85581355,410.4287957334,167.2898726118,188.7,184.76
2024-05-07,181.5425699825,406.2603937842,170.4246917595,188.76,177.81
2024-05-08,181.8809717028,407.4513657697,168.5637038845,188.0,174.72
2024-05-09,183.7023691977,409.2179742149,169.1409086799,189.5,171.97
2024-05-10,182.4383392422,411.6197677189,167.8372219868,187.48,168.47
2024-05-13,185.6575462117,410.6074415313,168.3248605209,186.57,171.89
2024-05-14,186.8037034918,413.4260752303,169.519077339,187.07,177.55
2024-05-15,189.086051467,420.641380509,171.6786194185,185.99,173.99
2024-05-16,189.2056504876,418.5634272017,173.3405711572,183.63,174.84
2024-05-17,189.2355502427,417.7879230966,175.211510839,184.7,177.46
2024-05-20,190.4016406929,422.8883539418,176.0673662253,183.54,174.95
2024-05-21,191.7072633338,426.567027261,176.9928842594,183.15,186.6
2024-05-22,190.2621085023,428.0384965887,175.5299686571,183.13,180.11
2024-05-23,186.2555413143,424.5387857553,172.7136073276,181.05,173.74
2024-05-24,189.3451826782,427.6805716171,174.1466675094,180.75,179.24
2024-05-28,189.3551492632,427.8396493823,175.5498722708,182.15,176.75
2024-05-29,189.6541468146,426.6962779452,175.0522819299,182.02,176.19
2024-05-30,190.650805319,412.2798554781,171.2805471458,179.32,178.79
2024-05-31,191.6075974833,412.7372040529,171.6686676117,176.44,178.08
2024-06-03,193.3816496213,411.1364840411,172.3354386685,178.34,176.29
2024-06-04,193.7005803427,413.6717859232,172.9524506913,179.34,174.77
2024-06-05,195.2155012695,421.566020019,174.5646433958,181.28,175.0
2024-06-06,193.8301459483,422.0730803954,175.8782818958,185.0,177.94
2024-06-07,196.232092944,421.4069422538,173.6192217481,184.3,177.48
2024-06-10,192.4746903822,425.4037711033,174.3656072594,187.06,173.79
2024-06-11,206.4578091998,430.1860464183,175.969679185,187.23,170.66
2024-06-12,212.3580275463,438.5177443682,177.1353712054,186.89,177.29
2024-06-13,213.5241179965,439.034747105,174.5150549543,183.83,182.47
2024-06-14,211.7799656137,440.0190407769,176.1390532392,183.66,178.01
2024-06-17,215.9459981623,445.7856097637,176.587396324,184.06,187.44
2024-06-18,213.5739509217,443.7673106183,174.4453126967,182.81,184.86
2024-06-20,208.9793552161,443.1309995577,175.6508574358,186.1,181.57
